yearid,replevel,subject,DenominatorType,disname,discode,schname,schcode,grade,NumberStudents,plevel1,plevel2,plevel3,plevel4,pAboveprof,pBelowProf,AvgScore,,,,,,,,,
2015,sch,rea,Regular,Bartlett,35,Josiah Bartlett Elementary School,20325,5,25 - 30,<10,<10,60,32,>90,<10,2568,25 , 30,0,90,0,20325,0,0,0
2015,sch,rea,Regular,Bartlett,35,Josiah Bartlett Elementary School,20325,6,20 - 25,17,30,35,17,52,48,2548,20 , 25,0,52,0,20325,0,0,0
2015,sch,rea,Regular,Bartlett,35,Josiah Bartlett Elementary School,20325,7,30 - 35,<10,16,52,29,81,19,2624,30 , 35,0,81,0,20325,0,0,0
2015,sch,rea,Regular,Bartlett,35,Josiah Bartlett Elementary School,20325,8,35 - 40,<10,<10,54,35,89,11,2642,35 , 40,0,89,0,20325,0,0,0
2015,sch,sci,Regular,Bartlett,35,Josiah Bartlett Elementary School,20325,0,50 - 55,<10,47,49,<10,49,51,NULL,50 , 55,0,49,0,20325,0,0,0
2015,sch,sci,Regular,Bartlett,35,Josiah Bartlett Elementary School,20325,4,10 -15,<10,29,71,<10,71,29,NULL,10 ,15,0,71,0,20325,0,0,0
2015,sch,sci,Regular,Bartlett,35,Josiah Bartlett Elementary School,20325,8,35 - 40,<10,54,41,<10,41,59,NULL,35 , 40,0,41,0,20325,0,0,0
2015,sch,mat,Regular,Bath,39,Bath Village School,20860,0,30 - 35,<10,26,38,26,65,35,NULL,30 , 35,32.5,65,2112.5,20860,32.5,2112.5,65
2015,sch,mat,Regular,Bath,39,Bath Village School,20860,3, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11, 0 , 10,0,* n < 11,0,20860,0,0,0
2015,sch,mat,Regular,Bath,39,Bath Village School,20860,4, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11, 0 , 10,0,* n < 11,0,20860,0,0,0
2015,sch,mat,Regular,Bath,39,Bath Village School,20860,5, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11, 0 , 10,0,* n < 11,0,20860,0,0,0
2015,sch,mat,Regular,Bath,39,Bath Village School,20860,6, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11, 0 , 10,0,* n < 11,0,20860,0,0,0
2015,sch,rea,Regular,Bath,39,Bath Village School,20860,0,30 - 35,15,21,44,21,65,35,NULL,30 , 35,0,65,0,20860,0,0,0
2015,sch,rea,Regular,Bath,39,Bath Village School,20860,3, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11, 0 , 10,0,* n < 11,0,20860,0,0,0
2015,sch,rea,Regular,Bath,39,Bath Village School,20860,4, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11, 0 , 10,0,* n < 11,0,20860,0,0,0
2015,sch,rea,Regular,Bath,39,Bath Village School,20860,5, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11, 0 , 10,0,* n < 11,0,20860,0,0,0
2015,sch,rea,Regular,Bath,39,Bath Village School,20860,6, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11, 0 , 10,0,* n < 11,0,20860,0,0,0
2015,sch,sci,Regular,Bath,39,Bath Village School,20860,0, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11, 0 , 10,0,* n < 11,0,20860,0,0,0
2015,sch,sci,Regular,Bath,39,Bath Village School,20860,4, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11, 0 , 10,0,* n < 11,0,20860,0,0,0
2015,sch,mat,Regular,Bedford,41,Bedford High School,28555,0,335 - 340,21,22,30,28,57,43,NULL,335 , 340,337.5,57,19237.5,28555,337.5,19237.5,57
2015,sch,mat,Regular,Bedford,41,Bedford High School,28555,11,335 - 340,21,22,30,28,57,43,2635,335 , 340,0,57,0,28555,0,0,0
2015,sch,rea,Regular,Bedford,41,Bedford High School,28555,0,335 - 340,<10,11,35,45,80,20,NULL,335 , 340,0,80,0,28555,0,0,0
2015,sch,rea,Regular,Bedford,41,Bedford High School,28555,11,335 - 340,<10,11,35,45,80,20,2649,335 , 340,0,80,0,28555,0,0,0
2015,sch,sci,Regular,Bedford,41,Bedford High School,28555,0,340 - 345,<10,32,56,<10,61,39,NULL,340 , 345,0,61,0,28555,0,0,0
2015,sch,sci,Regular,Bedford,41,Bedford High School,28555,11,340 - 345,<10,32,56,<10,61,39,NULL,340 , 345,0,61,0,28555,0,0,0
2015,sch,mat,Regular,Bedford,41,McKelvie Intermediate School,21005,0,705 - 710,<10,19,27,46,72,28,NULL,705 , 710,707.5,72,50940,21005,707.5,50940,72
2015,sch,mat,Regular,Bedford,41,McKelvie Intermediate School,21005,5,350 - 355,<10,18,23,51,74,26,2568,350 , 355,0,74,0,21005,0,0,0
2015,sch,mat,Regular,Bedford,41,McKelvie Intermediate School,21005,6,350 - 355,<10,21,31,40,71,29,2588,350 , 355,0,71,0,21005,0,0,0
2015,sch,rea,Regular,Bedford,41,McKelvie Intermediate School,21005,0,705 - 710,<10,17,37,41,78,22,NULL,705 , 710,0,78,0,21005,0,0,0
2015,sch,rea,Regular,Bedford,41,McKelvie Intermediate School,21005,5,350 - 355,<10,14,33,46,79,21,2565,350 , 355,0,79,0,21005,0,0,0
2015,sch,rea,Regular,Bedford,41,McKelvie Intermediate School,21005,6,350 - 355,<10,20,40,36,76,24,2584,350 , 355,0,76,0,21005,0,0,0
2015,sch,mat,Regular,Bedford,41,Memorial School,20990,0,155 - 160,<10,19,46,35,81,19,NULL,155 , 160,157.5,81,12757.5,20990,157.5,12757.5,81
2015,sch,mat,Regular,Bedford,41,Memorial School,20990,3,70 - 75,<10,22,51,26,77,23,2473,70 , 75,0,77,0,20990,0,0,0
2015,sch,mat,Regular,Bedford,41,Memorial School,20990,4,80 - 85,<10,16,42,42,84,16,2541,80 , 85,0,84,0,20990,0,0,0
2015,sch,rea,Regular,Bedford,41,Memorial School,20990,0,155 - 160,<10,17,27,51,78,22,NULL,155 , 160,0,78,0,20990,0,0,0
2015,sch,rea,Regular,Bedford,41,Memorial School,20990,3,70 - 75,<10,18,27,49,77,23,2481,70 , 75,0,77,0,20990,0,0,0
2015,sch,rea,Regular,Bedford,41,Memorial School,20990,4,80 - 85,<10,16,27,52,78,22,2531,80 , 85,0,78,0,20990,0,0,0
2015,sch,sci,Regular,Bedford,41,Memorial School,20990,0,80 - 85,<10,22,73,<10,77,23,NULL,80 , 85,0,77,0,20990,0,0,0
2015,sch,sci,Regular,Bedford,41,Memorial School,20990,4,80 - 85,<10,22,73,<10,77,23,NULL,80 , 85,0,77,0,20990,0,0,0
2015,sch,mat,Regular,Bedford,41,Peter Woodbury School,21000,0,250 - 255,<10,18,39,36,75,25,NULL,250 , 255,252.5,75,18937.5,21000,252.5,18937.5,75
2015,sch,mat,Regular,Bedford,41,Peter Woodbury School,21000,3,110 - 115,10,18,39,34,73,27,2473,110 , 115,0,73,0,21000,0,0,0
2015,sch,mat,Regular,Bedford,41,Peter Woodbury School,21000,4,135 - 140,<10,18,39,38,76,24,2528,135 , 140,0,76,0,21000,0,0,0
2015,sch,rea,Regular,Bedford,41,Peter Woodbury School,21000,0,245 - 250,<10,11,31,52,83,17,NULL,245 , 250,0,83,0,21000,0,0,0
2015,sch,rea,Regular,Bedford,41,Peter Woodbury School,21000,3,110 - 115,<10,14,31,50,81,19,2487,110 , 115,0,81,0,21000,0,0,0
2015,sch,rea,Regular,Bedford,41,Peter Woodbury School,21000,4,135 - 140,<10,<10,31,54,85,15,2535,135 , 140,0,85,0,21000,0,0,0
2015,sch,sci,Regular,Bedford,41,Peter Woodbury School,21000,0,135 - 140,<10,15,73,<10,80,20,NULL,135 , 140,0,80,0,21000,0,0,0
2015,sch,sci,Regular,Bedford,41,Peter Woodbury School,21000,4,135 - 140,<10,15,73,<10,80,20,NULL,135 , 140,0,80,0,21000,0,0,0
2015,sch,mat,Regular,Bedford,41,Riddle Brook School,27680,0,215 - 220,<10,19,38,40,78,22,NULL,215 , 220,217.5,78,16965,27680,217.5,16965,78
2015,sch,mat,Regular,Bedford,41,Riddle Brook School,27680,3,110 - 115,<10,20,40,36,76,24,2480,110 , 115,0,76,0,27680,0,0,0
2015,sch,mat,Regular,Bedford,41,Riddle Brook School,27680,4,105 - 110,<10,18,35,44,79,21,2541,105 , 110,0,79,0,27680,0,0,0
2015,sch,rea,Regular,Bedford,41,Riddle Brook School,27680,0,215 - 220,<10,13,29,55,84,16,NULL,215 , 220,0,84,0,27680,0,0,0
2015,sch,rea,Regular,Bedford,41,Riddle Brook School,27680,3,110 - 115,<10,15,29,54,83,17,2497,110 , 115,0,83,0,27680,0,0,0
2015,sch,rea,Regular,Bedford,41,Riddle Brook School,27680,4,105 - 110,<10,11,29,56,85,15,2541,105 , 110,0,85,0,27680,0,0,0
2015,sch,sci,Regular,Bedford,41,Riddle Brook School,27680,0,100 - 105,<10,23,70,<10,75,25,NULL,100 , 105,0,75,0,27680,0,0,0
2015,sch,sci,Regular,Bedford,41,Riddle Brook School,27680,4,100 - 105,<10,23,70,<10,75,25,NULL,100 , 105,0,75,0,27680,0,0,0
2015,sch,mat,Regular,Bedford,41,Ross A. Lurgio Middle School,28560,0,755 - 760,<10,23,34,33,67,33,NULL,755 , 760,757.5,67,50752.5,28560,757.5,50752.5,67
2015,sch,mat,Regular,Bedford,41,Ross A. Lurgio Middle School,28560,7,380 - 385,<10,22,37,33,70,30,2603,380 , 385,0,70,0,28560,0,0,0
2015,sch,mat,Regular,Bedford,41,Ross A. Lurgio Middle School,28560,8,375 - 380,10,25,31,33,65,35,2615,375 , 380,0,65,0,28560,0,0,0
2015,sch,rea,Regular,Bedford,41,Ross A. Lurgio Middle School,28560,0,755 - 760,<10,18,49,27,76,24,NULL,755 , 760,0,76,0,28560,0,0,0
2015,sch,rea,Regular,Bedford,41,Ross A. Lurgio Middle School,28560,7,375 - 380,<10,16,46,32,78,22,2607,375 , 380,0,78,0,28560,0,0,0
2015,sch,rea,Regular,Bedford,41,Ross A. Lurgio Middle School,28560,8,375 - 380,<10,20,52,22,74,26,2611,375 , 380,0,74,0,28560,0,0,0
2015,sch,sci,Regular,Bedford,41,Ross A. Lurgio Middle School,28560,0,385 - 390,12,54,34,<10,34,66,NULL,385 , 390,0,34,0,28560,0,0,0
2015,sch,sci,Regular,Bedford,41,Ross A. Lurgio Middle School,28560,8,385 - 390,12,54,34,<10,34,66,NULL,385 , 390,0,34,0,28560,0,0,0
2015,sch,mat,Regular,Berlin,51,Berlin Middle School,20045,0,260 - 265,43,33,17,<10,24,76,NULL,260 , 265,262.5,24,6300,20045,262.5,6300,24
2015,sch,mat,Regular,Berlin,51,Berlin Middle School,20045,6,75 - 80,37,42,12,<10,21,79,2487,75 , 80,0,21,0,20045,0,0,0
2015,sch,mat,Regular,Berlin,51,Berlin Middle School,20045,7,85 - 90,41,35,19,<10,24,76,2497,85 , 90,0,24,0,20045,0,0,0
2015,sch,mat,Regular,Berlin,51,Berlin Middle School,20045,8,100 - 105,50,25,21,<10,26,74,2504,100 , 105,0,26,0,20045,0,0,0
2015,sch,rea,Regular,Berlin,51,Berlin Middle School,20045,0,260 - 265,27,27,37,<10,46,54,NULL,260 , 265,0,46,0,20045,0,0,0
2015,sch,rea,Regular,Berlin,51,Berlin Middle School,20045,6,70 - 75,28,24,35,12,47,53,2513,70 , 75,0,47,0,20045,0,0,0
2015,sch,rea,Regular,Berlin,51,Berlin Middle School,20045,7,85 - 90,30,25,39,<10,45,55,2525,85 , 90,0,45,0,20045,0,0,0
2015,sch,rea,Regular,Berlin,51,Berlin Middle School,20045,8,100 - 105,24,31,38,<10,46,54,2544,100 , 105,0,46,0,20045,0,0,0
2015,sch,sci,Regular,Berlin,51,Berlin Middle School,20045,0,100 - 105,32,54,14,<10,14,86,NULL,100 , 105,0,14,0,20045,0,0,0
2015,sch,sci,Regular,Berlin,51,Berlin Middle School,20045,8,100 - 105,32,54,14,<10,14,86,NULL,100 , 105,0,14,0,20045,0,0,0
2015,sch,mat,Regular,Berlin,51,Berlin Senior High School,20050,0,95 - 100,53,26,12,<10,22,78,NULL,95 , 100,97.5,22,2145,20050,97.5,2145,22
2015,sch,mat,Regular,Berlin,51,Berlin Senior High School,20050,11,95 - 100,53,26,12,<10,22,78,2547,95 , 100,0,22,0,20050,0,0,0
2015,sch,rea,Regular,Berlin,51,Berlin Senior High School,20050,0,95 - 100,16,29,35,20,55,45,NULL,95 , 100,0,55,0,20050,0,0,0
2015,sch,rea,Regular,Berlin,51,Berlin Senior High School,20050,11,95 - 100,16,29,35,20,55,45,2589,95 , 100,0,55,0,20050,0,0,0
2015,sch,sci,Regular,Berlin,51,Berlin Senior High School,20050,0,95 - 100,23,53,24,<10,24,76,NULL,95 , 100,0,24,0,20050,0,0,0
2015,sch,sci,Regular,Berlin,51,Berlin Senior High School,20050,11,95 - 100,23,53,24,<10,24,76,NULL,95 , 100,0,24,0,20050,0,0,0
2015,sch,mat,Regular,Berlin,51,Hillside Elementary School,27035,0,225 - 230,27,43,21,<10,30,70,NULL,225 , 230,227.5,30,6825,27035,227.5,6825,30
2015,sch,mat,Regular,Berlin,51,Hillside Elementary School,27035,3,75 - 80,32,39,24,<10,29,71,2403,75 , 80,0,29,0,27035,0,0,0
2015,sch,mat,Regular,Berlin,51,Hillside Elementary School,27035,4,70 - 75,18,44,32,<10,38,62,2463,70 , 75,0,38,0,27035,0,0,0
2015,sch,mat,Regular,Berlin,51,Hillside Elementary School,27035,5,75 - 80,31,47,<10,13,22,78,2489,75 , 80,0,22,0,27035,0,0,0
2015,sch,rea,Regular,Berlin,51,Hillside Elementary School,27035,0,225 - 230,31,29,29,11,40,60,NULL,225 , 230,0,40,0,27035,0,0,0
2015,sch,rea,Regular,Berlin,51,Hillside Elementary School,27035,3,75 - 80,30,32,27,11,38,62,2403,75 , 80,0,38,0,27035,0,0,0
2015,sch,rea,Regular,Berlin,51,Hillside Elementary School,27035,4,70 - 75,27,30,27,15,42,58,2451,70 , 75,0,42,0,27035,0,0,0
2015,sch,rea,Regular,Berlin,51,Hillside Elementary School,27035,5,75 - 80,35,26,32,<10,39,61,2476,75 , 80,0,39,0,27035,0,0,0
2015,sch,sci,Regular,Berlin,51,Hillside Elementary School,27035,0,70 - 75,21,55,25,<10,25,75,NULL,70 , 75,0,25,0,27035,0,0,0
2015,sch,sci,Regular,Berlin,51,Hillside Elementary School,27035,4,70 - 75,21,55,25,<10,25,75,NULL,70 , 75,0,25,0,27035,0,0,0
2015,sch,mat,Regular,Bethlehem,53,Bethlehem Elementary School,21400,0,90 - 95,20,31,31,19,49,51,NULL,90 , 95,92.5,49,4532.5,21400,92.5,4532.5,49
2015,sch,mat,Regular,Bethlehem,53,Bethlehem Elementary School,21400,3,25 - 30,<10,22,41,30,70,30,2461,25 , 30,0,70,0,21400,0,0,0
2015,sch,mat,Regular,Bethlehem,53,Bethlehem Elementary School,21400,4,20 - 25,10,33,38,19,57,43,2492,20 , 25,0,57,0,21400,0,0,0
2015,sch,mat,Regular,Bethlehem,53,Bethlehem Elementary School,21400,5,20 - 25,41,32,14,14,27,73,2477,20 , 25,0,27,0,21400,0,0,0
2015,sch,mat,Regular,Bethlehem,53,Bethlehem Elementary School,21400,6,20 - 25,24,38,29,10,38,62,2529,20 , 25,0,38,0,21400,0,0,0
2015,sch,rea,Regular,Bethlehem,53,Bethlehem Elementary School,21400,0,90 - 95,24,20,34,21,56,44,NULL,90 , 95,0,56,0,21400,0,0,0
2015,sch,rea,Regular,Bethlehem,53,Bethlehem Elementary School,21400,3,25 - 30,19,26,26,30,56,44,2434,25 , 30,0,56,0,21400,0,0,0
2015,sch,rea,Regular,Bethlehem,53,Bethlehem Elementary School,21400,4,20 - 25,25,20,30,25,55,45,2475,20 , 25,0,55,0,21400,0,0,0
2015,sch,rea,Regular,Bethlehem,53,Bethlehem Elementary School,21400,5,20 - 25,41,14,32,14,45,55,2497,20 , 25,0,45,0,21400,0,0,0
2015,sch,rea,Regular,Bethlehem,53,Bethlehem Elementary School,21400,6,20 - 25,14,19,52,14,67,33,2555,20 , 25,0,67,0,21400,0,0,0
2015,sch,sci,Regular,Bethlehem,53,Bethlehem Elementary School,21400,0,20 - 25,19,24,57,<10,57,43,NULL,20 , 25,0,57,0,21400,0,0,0
2015,sch,sci,Regular,Bethlehem,53,Bethlehem Elementary School,21400,4,20 - 25,19,24,57,<10,57,43,NULL,20 , 25,0,57,0,21400,0,0,0
2015,sch,mat,Regular,Bow,57,Bow Elementary School,20680,0,175 - 180,<10,22,34,37,70,30,NULL,175 , 180,177.5,70,12425,20680,177.5,12425,70
2015,sch,mat,Regular,Bow,57,Bow Elementary School,20680,3,80 - 85,10,16,32,42,74,26,2477,80 , 85,0,74,0,20680,0,0,0
2015,sch,mat,Regular,Bow,57,Bow Elementary School,20680,4,90 - 95,<10,28,35,32,67,33,2520,90 , 95,0,67,0,20680,0,0,0
2015,sch,rea,Regular,Bow,57,Bow Elementary School,20680,0,175 - 180,<10,13,29,51,79,21,NULL,175 , 180,0,79,0,20680,0,0,0
2015,sch,rea,Regular,Bow,57,Bow Elementary School,20680,3,80 - 85,<10,16,26,49,75,25,2479,80 , 85,0,75,0,20680,0,0,0
2015,sch,rea,Regular,Bow,57,Bow Elementary School,20680,4,90 - 95,<10,11,31,52,83,17,2531,90 , 95,0,83,0,20680,0,0,0
2015,sch,sci,Regular,Bow,57,Bow Elementary School,20680,0,90 - 95,<10,32,61,<10,63,37,NULL,90 , 95,0,63,0,20680,0,0,0
2015,sch,sci,Regular,Bow,57,Bow Elementary School,20680,4,90 - 95,<10,32,61,<10,63,37,NULL,90 , 95,0,63,0,20680,0,0,0
2015,sch,mat,Regular,Bow,57,Bow High School,27375,0,90 - 95,24,23,31,21,52,48,NULL,90 , 95,92.5,52,4810,27375,92.5,4810,52
2015,sch,mat,Regular,Bow,57,Bow High School,27375,11,90 - 95,24,23,31,21,52,48,2622,90 , 95,0,52,0,27375,0,0,0
2015,sch,rea,Regular,Bow,57,Bow High School,27375,0,105 - 110,<10,14,40,44,84,16,NULL,105 , 110,0,84,0,27375,0,0,0
2015,sch,rea,Regular,Bow,57,Bow High School,27375,11,105 - 110,<10,14,40,44,84,16,2664,105 , 110,0,84,0,27375,0,0,0
2015,sch,sci,Regular,Bow,57,Bow High School,27375,0,105 - 110,10,42,45,<10,48,52,NULL,105 , 110,0,48,0,27375,0,0,0
2015,sch,sci,Regular,Bow,57,Bow High School,27375,11,105 - 110,10,42,45,<10,48,52,NULL,105 , 110,0,48,0,27375,0,0,0
2015,sch,mat,Regular,Bow,57,Bow Memorial School,20675,0,505 - 510,12,28,26,34,61,39,NULL,505 , 510,507.5,61,30957.5,20675,507.5,30957.5,61
2015,sch,mat,Regular,Bow,57,Bow Memorial School,20675,5,100 - 105,17,21,35,27,62,38,2531,100 , 105,0,62,0,20675,0,0,0
2015,sch,mat,Regular,Bow,57,Bow Memorial School,20675,6,120 - 125,12,26,22,41,63,38,2583,120 , 125,0,63,0,20675,0,0,0
2015,sch,mat,Regular,Bow,57,Bow Memorial School,20675,7,140 - 145,<10,30,23,41,63,37,2607,140 , 145,0,63,0,20675,0,0,0
2015,sch,mat,Regular,Bow,57,Bow Memorial School,20675,8,140 - 145,13,31,28,28,56,44,2600,140 , 145,0,56,0,20675,0,0,0
2015,sch,rea,Regular,Bow,57,Bow Memorial School,20675,0,505 - 510,<10,17,44,32,76,24,NULL,505 , 510,0,76,0,20675,0,0,0
2015,sch,rea,Regular,Bow,57,Bow Memorial School,20675,5,100 - 105,12,16,32,41,73,27,2553,100 , 105,0,73,0,20675,0,0,0
2015,sch,rea,Regular,Bow,57,Bow Memorial School,20675,6,115 - 120,<10,16,45,30,75,25,2577,115 , 120,0,75,0,20675,0,0,0
2015,sch,rea,Regular,Bow,57,Bow Memorial School,20675,7,140 - 145,<10,17,45,35,80,20,2615,140 , 145,0,80,0,20675,0,0,0
2015,sch,rea,Regular,Bow,57,Bow Memorial School,20675,8,140 - 145,<10,20,51,23,75,25,2610,140 , 145,0,75,0,20675,0,0,0
2015,sch,sci,Regular,Bow,57,Bow Memorial School,20675,0,140 - 145,10,63,26,<10,26,74,NULL,140 , 145,0,26,0,20675,0,0,0
2015,sch,sci,Regular,Bow,57,Bow Memorial School,20675,8,140 - 145,10,63,26,<10,26,74,NULL,140 , 145,0,26,0,20675,0,0,0
2015,sch,mat,Regular,Brentwood,63,Swasey Central School ,20555,0,175 - 180,11,34,36,19,55,45,NULL,175 , 180,177.5,55,9762.5,20555,177.5,9762.5,55
2015,sch,mat,Regular,Brentwood,63,Swasey Central School ,20555,3,50 - 55,15,23,36,26,62,38,2458,50 , 55,0,62,0,20555,0,0,0
2015,sch,mat,Regular,Brentwood,63,Swasey Central School ,20555,4,65 - 70,<10,41,39,13,52,48,2486,65 , 70,0,52,0,20555,0,0,0
2015,sch,mat,Regular,Brentwood,63,Swasey Central School ,20555,5,55 - 60,13,36,33,18,51,49,2528,55 , 60,0,51,0,20555,0,0,0
2015,sch,rea,Regular,Brentwood,63,Swasey Central School ,20555,0,175 - 180,<10,18,37,38,75,25,NULL,175 , 180,0,75,0,20555,0,0,0
2015,sch,rea,Regular,Brentwood,63,Swasey Central School ,20555,3,50 - 55,<10,15,40,38,77,23,2469,50 , 55,0,77,0,20555,0,0,0
2015,sch,rea,Regular,Brentwood,63,Swasey Central School ,20555,4,65 - 70,<10,19,36,36,72,28,2502,65 , 70,0,72,0,20555,0,0,0
2015,sch,rea,Regular,Brentwood,63,Swasey Central School ,20555,5,55 - 60,<10,20,35,40,75,25,2561,55 , 60,0,75,0,20555,0,0,0
2015,sch,sci,Regular,Brentwood,63,Swasey Central School ,20555,0,70 - 75,<10,33,63,<10,63,38,NULL,70 , 75,0,63,0,20555,0,0,0
2015,sch,sci,Regular,Brentwood,63,Swasey Central School ,20555,4,70 - 75,<10,33,63,<10,63,38,NULL,70 , 75,0,63,0,20555,0,0,0
2015,sch,mat,Regular,Brookline,71,Captain Samuel Douglass Academy,27765,0,285 - 290,<10,28,31,34,66,34,NULL,285 , 290,287.5,66,18975,27765,287.5,18975,66
2015,sch,mat,Regular,Brookline,71,Captain Samuel Douglass Academy,27765,4,85 - 90,<10,20,38,37,75,25,2526,85 , 90,0,75,0,27765,0,0,0
2015,sch,mat,Regular,Brookline,71,Captain Samuel Douglass Academy,27765,5,95 - 100,12,34,25,28,54,46,2535,95 , 100,0,54,0,27765,0,0,0
2015,sch,mat,Regular,Brookline,71,Captain Samuel Douglass Academy,27765,6,95 - 100,<10,28,31,38,70,30,2597,95 , 100,0,70,0,27765,0,0,0
2015,sch,rea,Regular,Brookline,71,Captain Samuel Douglass Academy,27765,0,285 - 290,<10,17,38,40,78,22,NULL,285 , 290,0,78,0,27765,0,0,0
2015,sch,rea,Regular,Brookline,71,Captain Samuel Douglass Academy,27765,4,85 - 90,<10,17,25,49,74,26,2521,85 , 90,0,74,0,27765,0,0,0
2015,sch,rea,Regular,Brookline,71,Captain Samuel Douglass Academy,27765,5,100 - 105,<10,19,39,39,77,23,2562,100 , 105,0,77,0,27765,0,0,0
2015,sch,rea,Regular,Brookline,71,Captain Samuel Douglass Academy,27765,6,95 - 100,<10,16,49,32,82,18,2594,95 , 100,0,82,0,27765,0,0,0
2015,sch,sci,Regular,Brookline,71,Captain Samuel Douglass Academy,27765,0,85 - 90,<10,31,64,<10,64,36,NULL,85 , 90,0,64,0,27765,0,0,0
2015,sch,sci,Regular,Brookline,71,Captain Samuel Douglass Academy,27765,4,85 - 90,<10,31,64,<10,64,36,NULL,85 , 90,0,64,0,27765,0,0,0
2015,sch,mat,Regular,Brookline,71,Richard Maghakian Memorial School,21800,0,60 - 65,<10,13,41,41,82,18,NULL,60 , 65,62.5,82,5125,21800,62.5,5125,82
2015,sch,mat,Regular,Brookline,71,Richard Maghakian Memorial School,21800,3,60 - 65,<10,13,41,41,82,18,2484,60 , 65,0,82,0,21800,0,0,0
2015,sch,rea,Regular,Brookline,71,Richard Maghakian Memorial School,21800,0,60 - 65,<10,<10,23,66,89,11,NULL,60 , 65,0,89,0,21800,0,0,0
2015,sch,rea,Regular,Brookline,71,Richard Maghakian Memorial School,21800,3,60 - 65,<10,<10,23,66,89,11,2501,60 , 65,0,89,0,21800,0,0,0
2015,sch,mat,Regular,Campton,75,Campton Elementary School,22335,0,190 - 195,11,33,35,21,56,44,NULL,190 , 195,192.5,56,10780,22335,192.5,10780,56
2015,sch,mat,Regular,Campton,75,Campton Elementary School,22335,3,35 - 40,<10,24,54,16,70,30,2458,35 , 40,0,70,0,22335,0,0,0
2015,sch,mat,Regular,Campton,75,Campton Elementary School,22335,4,30 - 35,<10,47,47,<10,50,50,2483,30 , 35,0,50,0,22335,0,0,0
2015,sch,mat,Regular,Campton,75,Campton Elementary School,22335,5,30 - 35,16,48,35,<10,35,65,2501,30 , 35,0,35,0,22335,0,0,0
2015,sch,mat,Regular,Campton,75,Campton Elementary School,22335,6,30 - 35,18,36,15,30,45,55,2542,30 , 35,0,45,0,22335,0,0,0
2015,sch,mat,Regular,Campton,75,Campton Elementary School,22335,7,25 - 30,<10,24,48,24,72,28,2590,25 , 30,0,72,0,22335,0,0,0
2015,sch,mat,Regular,Campton,75,Campton Elementary School,22335,8,30 - 35,17,20,10,53,63,37,2614,30 , 35,0,63,0,22335,0,0,0
2015,sch,rea,Regular,Campton,75,Campton Elementary School,22335,0,190 - 195,10,23,48,18,66,34,NULL,190 , 195,0,66,0,22335,0,0,0
2015,sch,rea,Regular,Campton,75,Campton Elementary School,22335,3,35 - 40,<10,38,38,16,54,46,2447,35 , 40,0,54,0,22335,0,0,0
2015,sch,rea,Regular,Campton,75,Campton Elementary School,22335,4,30 - 35,19,19,35,26,61,39,2486,30 , 35,0,61,0,22335,0,0,0
2015,sch,rea,Regular,Campton,75,Campton Elementary School,22335,5,30 - 35,<10,28,53,<10,63,38,2515,30 , 35,0,63,0,22335,0,0,0
2015,sch,rea,Regular,Campton,75,Campton Elementary School,22335,6,35 - 40,<10,20,46,26,71,29,2564,35 , 40,0,71,0,22335,0,0,0
2015,sch,rea,Regular,Campton,75,Campton Elementary School,22335,7,25 - 30,<10,14,69,14,83,17,2595,25 , 30,0,83,0,22335,0,0,0
2015,sch,rea,Regular,Campton,75,Campton Elementary School,22335,8,30 - 35,13,17,53,17,70,30,2600,30 , 35,0,70,0,22335,0,0,0
2015,sch,sci,Regular,Campton,75,Campton Elementary School,22335,0,60 - 65,<10,49,49,<10,49,51,NULL,60 , 65,0,49,0,22335,0,0,0
2015,sch,sci,Regular,Campton,75,Campton Elementary School,22335,4,30 - 35,<10,45,55,<10,55,45,NULL,30 , 35,0,55,0,22335,0,0,0
2015,sch,sci,Regular,Campton,75,Campton Elementary School,22335,8,30 - 35,<10,53,43,<10,43,57,NULL,30 , 35,0,43,0,22335,0,0,0
2015,sch,mat,Regular,Candia,79,Henry W. Moore School,20535,0,250 - 255,16,33,28,23,51,49,NULL,250 , 255,252.5,51,12877.5,20535,252.5,12877.5,51
